file name,line count, actual content line count,number of revisions,lines per revision
npm/npmjs/-/pause-stream.yaml,8,3,1,3
npm/npmjs/-/pleeease-filters.yaml,8,3,1,3
npm/npmjs/-/prelude-ls.yaml,8,3,1,3
npm/npmjs/-/querystring-es3.yaml,8,3,1,3
npm/npmjs/-/querystring.yaml,8,3,1,3
npm/npmjs/-/qunitjs.yaml,8,3,1,3
npm/npmjs/-/range-parser.yaml,8,3,1,3
npm/npmjs/-/raw-loader.yaml,8,3,1,3
npm/npmjs/-/react-native-appboy-sdk.yaml,8,3,1,3
npm/npmjs/-/readline.yaml,11,6,2,3
npm/npmjs/-/redux-thunk-actions.yaml,15,9,1,9
npm/npmjs/-/regenerator-transform.yaml,8,3,1,3
npm/npmjs/-/regjsparser.yaml,8,3,1,3
npm/npmjs/-/repeat-string.yaml,8,3,1,3
npm/npmjs/-/replace-ext.yaml,8,3,1,3
npm/npmjs/-/requirejs.yaml,8,3,1,3
npm/npmjs/-/ripemd160.yaml,8,3,1,3
npm/npmjs/-/rxjs-compat.yaml,8,3,1,3
npm/npmjs/-/rx-lite-aggregates.yaml,8,3,1,3
npm/npmjs/-/rx-lite.yaml,8,3,1,3
npm/npmjs/-/rx.yaml,8,3,1,3
npm/npmjs/-/s3-prototype.yaml,15,9,1,9
npm/npmjs/-/saucelabs.yaml,8,3,1,3
npm/npmjs/-/sax.yaml,17,12,3,4
npm/npmjs/-/scriptjs.yaml,8,3,1,3
npm/npmjs/-/semaphore.yaml,8,3,1,3
npm/npmjs/-/sha256.yaml,8,3,1,3
npm/npmjs/-/shelljs.yaml,11,6,2,3
npm/npmjs/-/signalr.yaml,8,3,1,3
npm/npmjs/-/signals.yaml,8,3,1,3
npm/npmjs/-/slick.yaml,8,3,1,3
npm/npmjs/-/sntp.yaml,8,3,1,3
npm/npmjs/-/socket.io-adapter.yaml,8,3,1,3
npm/npmjs/-/sort-asc.yaml,8,3,1,3
npm/npmjs/-/sort-desc.yaml,8,3,1,3
npm/npmjs/-/sort-object.yaml,8,3,1,3
npm/npmjs/-/source-map.yaml,11,6,2,3
npm/npmjs/-/spdx-expression-parse.yaml,9,3,1,3
npm/npmjs/-/split.yaml,17,12,2,6
npm/npmjs/-/stackframe.yaml,8,3,1,3
npm/npmjs/-/stack-trace.yaml,8,3,1,3
npm/npmjs/-/stream-buffers.yaml,8,3,1,3
npm/npmjs/-/stream-combiner.yaml,14,9,1,9
npm/npmjs/-/streamqueue.yaml,8,3,1,3
npm/npmjs/-/string.prototype.codepointat.yaml,8,3,1,3
npm/npmjs/-/timers-browserify.yaml,19,15,5,3
npm/npmjs/-/tiny-attribution-generator.yaml,14,9,1,9
npm/npmjs/-/tinycolor.yaml,8,3,1,3
npm/npmjs/-/to-array.yaml,11,6,2,3
npm/npmjs/-/toastr.yaml,8,3,1,3
npm/npmjs/-/tough-cookie.yaml,12,7,1,7
npm/npmjs/-/tracejs.yaml,8,3,1,3
npm/npmjs/-/traverse.yaml,8,3,1,3
npm/npmjs/-/trim.yaml,8,3,1,3
npm/npmjs/-/ts-morph.yaml,14,9,1,9
npm/npmjs/-/tweetnacl.yaml,8,3,1,3
npm/npmjs/-/typed-function.yaml,8,3,1,3
npm/npmjs/-/ua-parser-js.yaml,8,3,1,3
npm/npmjs/@uifabric/icons.yaml,15,9,1,9
npm/npmjs/@uifabric/jest-serializer-merge-styles.yaml,15,9,1,9
npm/npmjs/-/underscore.yaml,11,6,2,3
npm/npmjs/-/unorm.yaml,8,3,1,3
npm/npmjs/-/vinyl.yaml,8,3,1,3
npm/npmjs/-/vscode-chrome-debug-core.yaml,20,15,5,3
npm/npmjs/-/weakmap-shim.yaml,8,3,1,3
npm/npmjs/-/weak-map.yaml,8,3,1,3
npm/npmjs/@webassemblyjs/leb128.yaml,9,3,1,3
npm/npmjs/-/webpack-core.yaml,8,3,1,3
npm/npmjs/-/when.yaml,8,3,1,3
npm/npmjs/-/window-size.yaml,8,3,1,3
npm/npmjs/-/winreg.yaml,8,3,1,3
npm/npmjs/-/wordwrap.yaml,8,3,1,3
npm/npmjs/-/xcode.yaml,8,3,1,3
npm/npmjs/-/x-is-string.yaml,8,3,1,3
npm/npmjs/-/xml2js.yaml,8,3,1,3
npm/npmjs/-/xmlbuilder.yaml,8,3,1,3
npm/npmjs/-/xml-crypto.yaml,8,3,1,3
npm/npmjs/-/xmldom.yaml,14,9,3,3
npm/npmjs/-/xmlhttprequest-ssl.yaml,16,11,1,11
npm/npmjs/-/xmlhttprequest.yaml,8,3,1,3
npm/npmjs/-/xmlreader.yaml,8,3,1,3
npm/npmjs/-/xpath.yaml,8,3,1,3
npm/npmjs/-/xtend.yaml,17,12,4,3
nuget/nuget/-/7Zip4PowerShell.yaml,11,6,2,3
nuget/nuget/-/7-Zip.CommandLine.yaml,8,3,1,3
nuget/nuget/-/Accord.Extensions.Core.yaml,8,3,1,3
nuget/nuget/-/Accord.Extensions.Math.yaml,8,3,1,3
nuget/nuget/-/Accord.Extensions.Statistics.yaml,8,3,1,3
nuget/nuget/-/Accord.MachineLearning.GPL.yaml,11,6,2,3
nuget/nuget/-/Acheve.AspNetCore.TestHost.Security.yaml,8,3,1,3
nuget/nuget/-/Acr.Core.yaml,8,3,1,3
nuget/nuget/-/Acr.DeviceInfo.yaml,8,3,1,3
nuget/nuget/-/Acr.Settings.yaml,8,3,1,3
nuget/nuget/-/Acr.UserDialogs.yaml,14,9,3,3
nuget/nuget/-/ActionParameterAlias.yaml,19,12,1,12
nuget/nuget/-/AdaptiveCards.Rendering.Html.yaml,14,9,3,3
nuget/nuget/-/AdaptiveCards.Rendering.Uwp.yaml,8,3,1,3
nuget/nuget/-/AdaptiveCards.Rendering.Wpf.Xceed.yaml,11,6,2,3
nuget/nuget/-/AdaptiveCards.Rendering.Wpf.yaml,17,12,4,3
nuget/nuget/-/AdaptiveCards.yaml,29,24,8,3
nuget/nuget/-/Adfc.Msbuild.yaml,8,3,1,3
nuget/nuget/-/AdjustSdk.Xamarin.Android.yaml,8,3,1,3
nuget/nuget/-/AdjustSdk.Xamarin.iOS.yaml,8,3,1,3
nuget/nuget/-/AdvancedStringBuilder.yaml,8,3,1,3
nuget/nuget/-/AElfred.Net.yaml,8,3,1,3
nuget/nuget/-/Aether.yaml,11,6,2,3
nuget/nuget/-/AFollestad.MaterialDialogs.Core.yaml,13,8,1,8
nuget/nuget/-/AgileObjects.NetStandardPolyfills.yaml,11,6,2,3
nuget/nuget/-/AgileObjects.ReadableExpressions.yaml,17,12,4,3
nuget/nuget/-/AhoCorasick.yaml,8,3,1,3
nuget/nuget/-/AiForms.Layouts.yaml,11,6,2,3
nuget/nuget/-/AjaxMin.yaml,11,6,2,3
nuget/nuget/-/Akka.Cluster.Discovery.Consul.yaml,8,3,1,3
nuget/nuget/-/Akka.Cluster.Discovery.yaml,8,3,1,3
nuget/nuget/-/Akka.Hocon.yaml,8,3,1,3
nuget/nuget/-/Akka.Logger.Serilog.yaml,11,6,2,3
nuget/nuget/-/Akka.Monitoring.yaml,8,3,1,3
nuget/nuget/-/Akka.Persistence.MongoDb.yaml,8,3,1,3
nuget/nuget/-/Akka.Persistence.Redis.yaml,8,3,1,3
nuget/nuget/-/Alba.CsCss.yaml,8,3,1,3
nuget/nuget/-/Albedo.yaml,8,3,1,3
nuget/nuget/-/Aliencube.AzureFunctions.Extensions.Configuration.AppSettings.yaml,8,3,1,3
nuget/nuget/-/Aliencube.AzureFunctions.Extensions.OpenApi.yaml,8,3,1,3
nuget/nuget/-/AlphaFS.yaml,17,12,4,3
nuget/nuget/-/AngleSharp.yaml,35,30,10,3
nuget/nuget/-/angular-applicationinsights.yaml,8,3,1,3
nuget/nuget/-/Angular-Breadcrumb.yaml,8,3,1,3
nuget/nuget/-/AngularJS.Animate.yaml,8,3,1,3
nuget/nuget/-/AngularJS.Core.yaml,11,6,2,3
nuget/nuget/-/AngularJS.Intellisense.yaml,8,3,1,3
nuget/nuget/-/AngularJS.Sanitize.yaml,8,3,1,3
nuget/nuget/-/angularjs.TypeScript.DefinitelyTyped.yaml,8,3,1,3
nuget/nuget/-/angularjs.yaml,8,3,1,3
nuget/nuget/-/AngularTemplates.Compile.yaml,8,3,1,3
nuget/nuget/-/Angular.UI.Bootstrap.yaml,77,72,24,3
nuget/nuget/-/Angular.UI.UI-Router.yaml,29,24,8,3
nuget/nuget/-/Angular.UI.Utils.yaml,8,3,1,3
nuget/nuget/-/Antlr3.yaml,9,3,1,3
nuget/nuget/-/Antlr4.CodeGenerator.yaml,8,3,1,3
nuget/nuget/-/Antlr4.Runtime.yaml,14,9,3,3
nuget/nuget/-/Antlr4.yaml,11,6,2,3
nuget/nuget/-/Antlr.yaml,13,8,2,4
nuget/nuget/-/Any.yaml,8,3,1,3
nuget/nuget/-/ApiAnalysis.SimpleJsonAnalyzer.yaml,8,3,1,3
nuget/nuget/-/ApiCheck.yaml,8,3,1,3
nuget/nuget/-/Appium.WebDriver.yaml,29,24,8,3
nuget/nuget/-/ApplicationInsights.OwinExtensions.yaml,26,21,7,3
nuget/nuget/-/ApplicationInsights.Stream.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Abstractions.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.AspNetCore.Health.Core.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.AspNetCore.Health.Endpoints.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.AspNetCore.Health.Hosting.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Concurrency.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Core.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Formatters.Ascii.yaml,11,6,2,3
nuget/nuget/-/App.Metrics.Formatters.InfluxDB.yaml,11,6,2,3
nuget/nuget/-/App.Metrics.Formatters.Json.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Formatters.Prometheus.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Health.Abstractions.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Health.Core.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Health.Extensions.Configuration.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Health.Extensions.DependencyInjection.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Health.Formatters.Ascii.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Health.Formatters.Json.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Health.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Reporting.Console.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Reporting.InfluxDB.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Reporting.Socket.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.Reporting.TextFile.yaml,8,3,1,3
nuget/nuget/-/App.Metrics.yaml,11,6,2,3
nuget/nuget/-/ArcGIS.PCL.JsonDotNetSerializer.Signed.yaml,8,3,1,3
nuget/nuget/-/ArcGIS.PCL.Signed.yaml,8,3,1,3
nuget/nuget/-/Argument.Validator.yaml,8,3,1,3
nuget/nuget/-/Argument.yaml,8,3,1,3
nuget/nuget/-/Argu.yaml,20,15,5,3
nuget/nuget/-/ARMClient.Authentication.yaml,8,3,1,3
nuget/nuget/-/ARMClient.Library.yaml,8,3,1,3
nuget/nuget/-/ARSoft.Tools.Net.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.HealthChecks.AzureStorage.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.HealthChecks.DocumentDb.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.HealthChecks.Redis.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.HealthChecks.SqlServer.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.HealthChecks.UI.Client.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.HealthChecks.UI.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.HealthChecks.Uris.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.ClientError.Extensions.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.ClientError.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.Informational.Extensions.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.Informational.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.Redirection.Extensions.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.Redirection.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.ServerError.Extensions.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.ServerError.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.Success.Extensions.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.Success.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.Mvc.HttpActionResults.yaml,8,3,1,3
nuget/nuget/-/AspNetCore.RouteAnalyzer.yaml,8,3,1,3
nuget/nuget/-/AsyncEnumerator.yaml,14,9,3,3
nuget/nuget/-/AsyncFixer.yaml,11,6,2,3
nuget/nuget/-/AsyncFriendlyStackTrace.yaml,11,6,2,3
nuget/nuget/-/AsyncIO.yaml,8,3,1,3
nuget/nuget/-/Async.js.yaml,8,3,1,3
nuget/nuget/-/AsyncPowerShell.yaml,8,3,1,3
nuget/nuget/-/AsyncUsageAnalyzers.yaml,8,3,1,3
nuget/nuget/-/AsyncUtilities.yaml,8,3,1,3
nuget/nuget/-/AudioDeviceCmdlets.yaml,8,3,1,3
nuget/nuget/-/AuthorizeNet.Helpers.yaml,8,3,1,3
nuget/nuget/-/AutofacOnFunctions.yaml,11,6,2,3
nuget/nuget/-/Autofac.Owin.yaml,18,12,1,12
nuget/nuget/-/Autofac.WebApi2.yaml,18,12,1,12
nuget/nuget/-/Autofac.yaml,32,24,2,12
nuget/nuget/-/AutoFixture.AutoFakeItEasy.yaml,8,3,1,3
nuget/nuget/-/AutoFixture.AutoMoq.yaml,38,33,11,3
nuget/nuget/-/AutoFixture.AutoNSubstitute.yaml,17,12,4,3
nuget/nuget/-/AutoFixture.Idioms.yaml,8,3,1,3
nuget/nuget/-/AutoFixture.SeedExtensions.yaml,8,3,1,3
nuget/nuget/-/AutoFixture.Xunit2.yaml,26,21,7,3
nuget/nuget/-/AutoFixture.Xunit.yaml,8,3,1,3
nuget/nuget/-/AutoFixture.yaml,74,69,23,3
nuget/nuget/-/AutoMapper.Data.yaml,20,15,5,3
nuget/nuget/-/AutoMapper.EF6.yaml,17,12,4,3
nuget/nuget/-/AutoMapper.Extensions.Microsoft.DependencyInjection.yaml,29,24,8,3
nuget/nuget/-/AutoMapper.Extensions.yaml,8,3,1,3
nuget/nuget/-/AutoMapper.yaml,104,99,33,3
nuget/nuget/-/Automatonic.HttpArchive.yaml,8,3,1,3
nuget/nuget/-/Automatonymous.yaml,8,3,1,3
nuget/nuget/-/AutoMoq.yaml,11,6,2,3
nuget/nuget/-/AutoRest.yaml,11,6,2,3
nuget/nuget/-/Avalonia.Desktop.yaml,8,3,1,3
nuget/nuget/-/Avalonia.Direct2D1.yaml,8,3,1,3
nuget/nuget/-/Avalonia.Gtk3.yaml,8,3,1,3
nuget/nuget/-/Avalonia.Native.yaml,8,3,1,3
nuget/nuget/-/Avalonia.Remote.Protocol.yaml,8,3,1,3
nuget/nuget/-/Avalonia.Skia.yaml,8,3,1,3
nuget/nuget/-/Avalonia.Win32.yaml,8,3,1,3
nuget/nuget/-/Avalonia.yaml,8,3,1,3
nuget/nuget/-/AvalonLibrary.yaml,8,3,1,3
nuget/nuget/-/AzureADBearerAuthentication.yaml,8,3,1,3
nuget/nuget/-/Azure.Batch.FileStaging.yaml,11,6,2,3
nuget/nuget/-/Azure.Batch.yaml,41,36,12,3
nuget/nuget/-/AzureBlobContainerSync.yaml,8,3,1,3
nuget/nuget/-/Azure.Data.Wrappers.yaml,11,6,2,3
nuget/nuget/-/AzureEncryptionExtensions.yaml,8,3,1,3
nuget/nuget/-/AzureFunctions.Autofac.yaml,8,3,1,3
nuget/nuget/-/AzureMessaging.yaml,8,3,1,3
nuget/nuget/-/Azurite.yaml,11,6,2,3
nuget/nuget/-/BenchmarkDotNet.Core.yaml,35,30,10,3
nuget/nuget/-/BenchmarkDotNet.Diagnostics.Windows.yaml,11,6,2,3
nuget/nuget/-/BenchmarkDotNet.Toolchains.Roslyn.yaml,32,27,9,3
nuget/nuget/-/BenchmarkDotNet.yaml,50,45,15,3
nuget/nuget/-/Ben.Demystifier.yaml,8,3,1,3
nuget/nuget/-/BingMapsRESTToolkit.yaml,17,12,4,3
nuget/nuget/-/Blun.ConfigurationManager.yaml,8,3,1,3
nuget/nuget/-/Bmbsqd.AsyncLock.yaml,8,3,1,3
nuget/nuget/-/BoboBrowse.Net.yaml,8,3,1,3
nuget/nuget/-/BoDi.yaml,8,3,1,3
nuget/nuget/-/Bond.Compiler.CSharp.yaml,8,3,1,3
nuget/nuget/-/Bond.Core.CSharp.yaml,36,31,9,3
nuget/nuget/-/Bond.CSharp.yaml,61,54,10,5
nuget/nuget/-/Bond.Runtime.CSharp.yaml,57,52,10,5
nuget/nuget/-/boost_atomic-android.yaml,8,3,1,3
nuget/nuget/-/boost_chrono-android.yaml,8,3,1,3
nuget/nuget/-/boost_date_time-android.yaml,8,3,1,3
nuget/nuget/-/boost_date_time-vc141.yaml,8,3,1,3
nuget/nuget/-/boost_filesystem-android.yaml,8,3,1,3
nuget/nuget/-/boost_filesystem-vc141.yaml,8,3,1,3
nuget/nuget/-/boost_system-android.yaml,8,3,1,3
nuget/nuget/-/boost_system-vc141.yaml,8,3,1,3
nuget/nuget/-/boost_thread-android.yaml,8,3,1,3
nuget/nuget/-/boost.yaml,8,3,1,3
nuget/nuget/-/bootstrap.yaml,19,14,4,3
nuget/nuget/-/BouncyCastle.Crypto.dll.yaml,8,3,1,3
nuget/nuget/-/BouncyCastle.yaml,17,12,4,3
nuget/nuget/-/BuildTools.FxCop.yaml,8,3,1,3
nuget/nuget/-/BundlerMinifier.Core.yaml,8,3,1,3
nuget/nuget/-/Cake.Npm.yaml,11,6,2,3
nuget/nuget/-/CarouselView.FormsPlugin.yaml,8,3,1,3
nuget/nuget/-/Castle.Core.yaml,49,41,4,10
nuget/nuget/-/cef.redist.x64.yaml,17,12,2,6
nuget/nuget/-/cef.redist.x86.yaml,11,6,1,6
nuget/nuget/-/CefSharp.Common.yaml,13,8,1,8
nuget/nuget/-/CefSharp.WinForms.yaml,13,8,1,8
nuget/nuget/-/Chronic.Signed.yaml,8,3,1,3
nuget/nuget/-/Chronic.yaml,8,3,1,3
nuget/nuget/-/ClearScript.V8.yaml,11,6,2,3
nuget/nuget/-/ClickHouse.Ado.yaml,8,3,1,3
nuget/nuget/-/clipr.yaml,14,9,3,3
nuget/nuget/-/ClrHeapAllocationAnalyzer.yaml,11,6,2,3
nuget/nuget/-/CmdLineLib.yaml,8,3,1,3
nuget/nuget/-/Codecov.yaml,11,6,2,3
nuget/nuget/-/CodeGeneration.Roslyn.Attributes.yaml,11,6,2,3
nuget/nuget/-/CodeGeneration.Roslyn.BuildTime.yaml,11,6,2,3
nuget/nuget/-/CodeGeneration.Roslyn.yaml,11,6,2,3
nuget/nuget/-/codeproject.objectpool.yaml,8,3,1,3
nuget/nuget/-/ColorCode.Core.yaml,14,9,3,3
nuget/nuget/-/ColorCode.UWP.yaml,14,9,3,3
nuget/nuget/-/CommandLineArgumentsParser.yaml,8,3,1,3
nuget/nuget/-/CommandLineParser.yaml,45,40,7,5
nuget/nuget/-/CommonServiceLocation.yaml,8,3,1,3
nuget/nuget/-/CommonServiceLocator.yaml,8,3,1,3
nuget/nuget/-/Community.JsonRpc.ServiceClient.yaml,8,3,1,3
nuget/nuget/-/com.playfab.csharpgsdk.yaml,8,3,1,3
nuget/nuget/-/Confluent.Kafka.StrongName.yaml,11,6,2,3
nuget/nuget/-/Confluent.Kafka.yaml,41,36,12,3
nuget/nuget/-/ControlzEx.yaml,14,9,3,3
nuget/nuget/-/CronExpressionDescriptor.yaml,11,6,2,3
nuget/nuget/-/Cronos.yaml,11,6,2,3
nuget/nuget/-/CSharpSyntax.yaml,8,3,1,3
nuget/nuget/-/CSharpTest.Net.Collections.yaml,8,3,1,3
nuget/nuget/-/CSharpTest.Net.Library.yaml,8,3,1,3
nuget/nuget/-/CSharpTest.Net.RpcLibrary.yaml,8,3,1,3
nuget/nuget/-/CSSExtractor.yaml,8,3,1,3
nuget/nuget/-/CsvHelper.yaml,8,3,1,3
nuget/nuget/-/d3.yaml,13,8,1,8
nuget/nuget/-/dbup-consolescripts.yaml,8,3,1,3
nuget/nuget/-/Deedle.yaml,11,6,2,3
nuget/nuget/-/DeltaCompressionDotNet.yaml,19,14,1,14
nuget/nuget/-/DeveloperForce.Force.yaml,17,12,4,3
nuget/nuget/-/Discutils.yaml,8,3,1,3
nuget/nuget/-/DiscUtils.yaml,8,3,1,3
nuget/nuget/-/DnsClient.yaml,11,6,2,3
nuget/nuget/-/docfx.console.yaml,77,72,24,3
nuget/nuget/-/DocumentFormat.OpenXml.yaml,8,3,1,3
nuget/nuget/-/DocuSign.eSign.dll.yaml,26,21,7,3
nuget/nuget/-/DotNetCore.NPOI.yaml,11,6,2,3
nuget/nuget/-/DotNetty.Buffers.yaml,11,6,2,3
nuget/nuget/-/DotNetty.Codecs.Mqtt.yaml,11,6,2,3
nuget/nuget/-/DotNetty.Codecs.yaml,11,6,2,3
nuget/nuget/-/DotNetty.Common.yaml,11,6,2,3
nuget/nuget/-/DotNetty.Handlers.yaml,11,6,2,3
nuget/nuget/-/DotNetty.Transport.yaml,11,6,2,3
nuget/nuget/-/DotNetZip.yaml,9,3,1,3
nuget/nuget/-/DotParser.yaml,8,3,1,3
nuget/nuget/-/DurableTask.yaml,20,15,5,3
nuget/nuget/-/Durandal.StarterKit.yaml,8,3,1,3
nuget/nuget/-/Durandal.Transitions.yaml,11,6,2,3
nuget/nuget/-/Durandal.yaml,11,6,2,3
nuget/nuget/-/DynamicLanguageRuntime.yaml,11,6,2,3
nuget/nuget/-/Edge.js.yaml,8,3,1,3
nuget/nuget/-/Elasticsearch.Net.yaml,158,153,51,3
nuget/nuget/-/Elmah.Contrib.WebApi.yaml,8,3,1,3
nuget/nuget/-/Emgu.CV.yaml,8,3,1,3
nuget/nuget/-/EMGU.CV.yaml,11,6,2,3
nuget/nuget/-/EnterpriseLibrary.TransientFaultHandling.Data.yaml,16,10,2,5
nuget/nuget/-/EnterpriseLibrary.TransientFaultHandling.yaml,11,5,1,5
nuget/nuget/-/EntityFramework.Extended.yaml,11,6,1,6
nuget/nuget/-/EqualityComparer.yaml,8,3,1,3
nuget/nuget/-/ExcelDataReader.yaml,8,3,1,3
nuget/nuget/-/ExtCore.yaml,9,3,1,3
nuget/nuget/-/FAKE.yaml,8,3,1,3
nuget/nuget/-/Fantomas.yaml,9,3,1,3
nuget/nuget/-/FluentAssertions.Json.yaml,14,9,3,3
nuget/nuget/-/FluentAssertions.yaml,173,168,56,3
nuget/nuget/-/FluentFTP.yaml,17,12,4,3
nuget/nuget/-/FluentMigrator.Runner.yaml,14,9,3,3
nuget/nuget/-/FluentMigrator.yaml,17,12,4,3
nuget/nuget/-/FluentValidation.WebApi.yaml,8,3,1,3
nuget/nuget/-/FluentValidation.yaml,8,3,1,3
nuget/nuget/-/FParsec.yaml,8,3,1,3
nuget/nuget/-/Fractions.yaml,8,3,1,3
nuget/nuget/-/FSharp.Compiler.CodeDom.yaml,9,3,1,3
nuget/nuget/-/FSharp.Compiler.Service.yaml,9,3,1,3
nuget/nuget/-/FSharp.Core.yaml,68,63,21,3
nuget/nuget/-/FsLexYacc.Runtime.yaml,14,9,3,3
nuget/nuget/-/FsLexYacc.yaml,14,9,3,3
nuget/nuget/-/FsPickler.Json.yaml,14,9,3,3
nuget/nuget/-/FsPickler.yaml,23,18,6,3
nuget/nuget/-/gitlink.yaml,11,6,2,3
nuget/nuget/-/GitLink.yaml,14,9,3,3
nuget/nuget/-/GitVersionTask.yaml,9,3,1,3
nuget/nuget/-/Glide.Xamarin.yaml,11,6,1,6
nuget/nuget/-/Google.Apis.AndroidPublisher.v2.yaml,9,3,1,3
nuget/nuget/-/Google.Apis.Auth.yaml,9,3,1,3
nuget/nuget/-/Google.Apis.Core.yaml,9,3,1,3
nuget/nuget/-/Google.Apis.yaml,9,3,1,3
nuget/nuget/-/Google.Protobuf.Tools.yaml,8,3,1,3
nuget/nuget/-/Google.Protobuf.yaml,20,15,5,3
nuget/nuget/-/Google.ProtocolBuffers.Rpc.yaml,8,3,1,3
nuget/nuget/-/GreenPipes.yaml,20,15,5,3
nuget/nuget/-/Gremlin.Net.yaml,41,36,12,3
nuget/nuget/-/Grpc.Core.yaml,8,3,1,3
nuget/nuget/-/Grpc.yaml,8,3,1,3
nuget/nuget/-/Hammer.js.yaml,8,3,1,3
nuget/nuget/-/Handlebars.js.yaml,11,6,2,3
nuget/nuget/-/Handlebars.yaml,8,3,1,3
nuget/nuget/-/Heavysoft.LockFreeSessionState.Common.yaml,8,3,1,3
nuget/nuget/-/Heavysoft.LockFreeSessionState.HashTable.yaml,8,3,1,3
nuget/nuget/-/HelixToolkit.Wpf.yaml,14,9,3,3
nuget/nuget/-/HelixToolkit.yaml,14,9,3,3
nuget/nuget/-/Hime.Redist.yaml,8,3,1,3
nuget/nuget/-/Hl7.Fhir.ElementModel.yaml,16,11,1,11
nuget/nuget/-/Hl7.FhirPath.yaml,16,11,1,11
nuget/nuget/-/Hl7.Fhir.Serialization.yaml,16,11,1,11
nuget/nuget/-/Hl7.Fhir.STU3.yaml,16,11,1,11
nuget/nuget/-/Hl7.Fhir.Support.yaml,16,11,1,11
nuget/nuget/-/HockeySDK.Core.yaml,11,6,2,3
nuget/nuget/-/HockeySDK.UWP.yaml,8,3,1,3
nuget/nuget/-/HockeySDK.WINRT.yaml,8,3,1,3
nuget/nuget/-/HockeySDK.WPF.yaml,8,3,1,3
nuget/nuget/-/Hocon.Configuration.yaml,8,3,1,3
nuget/nuget/-/Hocon.yaml,8,3,1,3
nuget/nuget/-/Hopac.yaml,8,3,1,3
nuget/nuget/-/html5shiv.yaml,8,3,1,3
nuget/nuget/-/HtmlAgilityPack.yaml,143,138,46,3
nuget/nuget/-/HtmlSanitizer.yaml,35,30,10,3
nuget/nuget/-/HubSpot.Tether.yaml,8,3,1,3
nuget/nuget/-/Humanizer.Core.yaml,9,3,1,3
nuget/nuget/-/Hyak.Common.Tracing.Log4Net.yaml,8,3,1,3
nuget/nuget/-/Hyak.Common.yaml,32,27,9,3
nuget/nuget/-/ICSharpCode.Decompiler.yaml,9,3,1,3
nuget/nuget/-/ICSharpCode.NRefactory.yaml,9,3,1,3
nuget/nuget/-/IdentityServer3.AccessTokenValidation.yaml,8,3,1,3
nuget/nuget/-/IdentityServer3.EntityFramework.yaml,8,3,1,3
