file name,line count, actual content line count,number of revisions,lines per revision
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.App.yaml,11,6,2,3
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.DotNetAppHost.yaml,11,6,2,3
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.DotNetHostPolicy.yaml,11,6,2,3
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.DotNetHostResolver.yaml,11,6,2,3
nuget/nuget/-/Rx-Core.yaml,11,6,2,3
nuget/nuget/-/Rx-Interfaces.yaml,11,6,2,3
nuget/nuget/-/Rx-Linq.yaml,11,6,2,3
nuget/nuget/-/Rx-PlatformServices.yaml,8,3,1,3
nuget/nuget/-/Selenium.WebDriver.EdgeDriver.yaml,8,3,1,3
nuget/nuget/-/Selenium.WebDriver.Extensions.yaml,17,12,4,3
nuget/nuget/-/SemanticComparison.yaml,11,6,2,3
nuget/nuget/-/Serilog.Sinks.TestCorrelator.yaml,14,9,3,3
nuget/nuget/-/SharpBITS.yaml,11,6,1,6
nuget/nuget/-/SharpCompress.yaml,13,8,1,8
nuget/nuget/-/SharpDX.D3DCompiler.yaml,17,12,4,3
nuget/nuget/-/SharpDX.Desktop.yaml,14,9,3,3
nuget/nuget/-/SharpDX.Direct2D1.yaml,20,15,5,3
nuget/nuget/-/SharpDX.Direct3D11.yaml,20,15,5,3
nuget/nuget/-/SharpDX.Direct3D12.yaml,8,3,1,3
nuget/nuget/-/SharpDX.Direct3D9.yaml,11,6,2,3
nuget/nuget/-/SharpDX.DirectSound.yaml,8,3,1,3
nuget/nuget/-/SharpDX.DXGI.yaml,20,15,5,3
nuget/nuget/-/SharpDX.Mathematics.yaml,14,9,3,3
nuget/nuget/-/SharpDX.MediaFoundation.yaml,14,9,3,3
nuget/nuget/-/SharpDX.RawInput.yaml,8,3,1,3
nuget/nuget/-/SharpDX.XAudio2.yaml,8,3,1,3
nuget/nuget/-/SharpDX.XInput.yaml,11,6,2,3
nuget/nuget/-/SharpDX.yaml,23,18,6,3
nuget/nuget/-/SharpSvn.1.8-x86.yaml,9,3,1,3
nuget/nuget/-/SharpZipLib.yaml,9,3,1,3
nuget/nuget/-/simple-config.yaml,8,3,1,3
nuget/nuget/-/sinonjs.yaml,8,3,1,3
nuget/nuget/-/SkiaSharp.yaml,8,3,1,3
nuget/nuget/-/Sprache.Signed.yaml,11,6,2,3
nuget/nuget/-/sqlite-net-pcl.yaml,8,3,1,3
nuget/nuget/-/SQLitePCLRaw.bundle_e_sqlite3.yaml,9,3,1,3
nuget/nuget/-/SQLitePCLRaw.bundle_green.yaml,17,12,4,3
nuget/nuget/-/SQLitePCLRaw.core.yaml,17,12,4,3
nuget/nuget/-/SQLitePCLRaw.lib.e_sqlite3.android.yaml,8,3,1,3
nuget/nuget/-/SQLitePCLRaw.lib.e_sqlite3.linux.yaml,14,9,3,3
nuget/nuget/-/SQLitePCLRaw.lib.e_sqlite3.osx.yaml,14,9,3,3
nuget/nuget/-/SQLitePCLRaw.lib.e_sqlite3.v110_xp.yaml,14,9,3,3
nuget/nuget/-/SQLitePCLRaw.lib.e_sqlite3.v140.yaml,11,6,2,3
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.android.yaml,8,3,1,3
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.net45.yaml,9,3,1,3
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.netstandard11.yaml,14,9,3,3
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.uwp10.yaml,11,6,2,3
nuget/nuget/-/SQLitePCLRaw.provider.sqlite3.ios_unified.yaml,8,3,1,3
nuget/nuget/-/SQLite.yaml,8,3,1,3
nuget/nuget/-/SSH.NET.yaml,8,3,1,3
nuget/nuget/-/StackExchange.Redis.StrongName.yaml,39,34,5,6
nuget/nuget/-/StackExchange.Redis.yaml,11,6,2,3
nuget/nuget/-/StreamJsonRpc.yaml,17,12,3,4
nuget/nuget/-/StrongNamer.yaml,9,3,1,3
nuget/nuget/-/StyleCop.Analyzers.yaml,29,23,4,5
nuget/nuget/-/StyleCop.MSBuild.yaml,34,27,3,9
nuget/nuget/-/Swashbuckle.AspNetCore.Annotations.yaml,8,3,1,3
nuget/nuget/-/Swashbuckle.AspNetCore.Examples.yaml,8,3,1,3
nuget/nuget/-/Swashbuckle.AspNetCore.SwaggerGen.yaml,17,12,4,3
nuget/nuget/-/Swashbuckle.AspNetCore.SwaggerUI.yaml,14,9,3,3
nuget/nuget/-/Swashbuckle.AspNetCore.Swagger.yaml,17,12,4,3
nuget/nuget/-/Swashbuckle.AspNetCore.yaml,14,9,3,3
nuget/nuget/-/Swashbuckle.Core.yaml,11,5,1,5
nuget/nuget/-/SyslogNet.Client.yaml,13,8,1,8
nuget/nuget/-/System.Buffers.yaml,11,6,2,3
nuget/nuget/-/system.codedom.yaml,8,3,1,3
nuget/nuget/-/System.CodeDom.yaml,11,6,2,3
nuget/nuget/-/System.Collections.Immutable.yaml,11,6,2,3
nuget/nuget/-/System.ComponentModel.Annotations.yaml,14,9,3,3
nuget/nuget/-/system.componentmodel.composition.registration.yaml,8,3,1,3
nuget/nuget/-/system.componentmodel.composition.yaml,8,3,1,3
nuget/nuget/-/System.ComponentModel.Composition.yaml,8,3,1,3
nuget/nuget/-/System.Composition.AttributedModel.yaml,8,3,1,3
nuget/nuget/-/System.Composition.Convention.yaml,8,3,1,3
nuget/nuget/-/System.Composition.Hosting.yaml,8,3,1,3
nuget/nuget/-/System.Composition.Runtime.yaml,8,3,1,3
nuget/nuget/-/System.Composition.TypedParts.yaml,8,3,1,3
nuget/nuget/-/System.Composition.yaml,8,3,1,3
nuget/nuget/-/system.configuration.configurationmanager.yaml,8,3,1,3
nuget/nuget/-/System.Configuration.ConfigurationManager.yaml,14,9,3,3
nuget/nuget/-/System.Data.DataSetExtensions.yaml,8,3,1,3
nuget/nuget/-/system.data.hashfunction.metrohash.yaml,8,3,1,3
nuget/nuget/-/system.data.hashfunction.spookyhash.yaml,8,3,1,3
nuget/nuget/-/system.data.odbc.yaml,8,3,1,3
nuget/nuget/-/System.Data.Odbc.yaml,8,3,1,3
nuget/nuget/-/system.data.oledb.yaml,8,3,1,3
nuget/nuget/-/system.data.sqlclient.yaml,8,3,1,3
nuget/nuget/-/System.Data.SqlClient.yaml,14,9,3,3
nuget/nuget/-/System.Diagnostics.DiagnosticSource.yaml,17,12,4,3
nuget/nuget/-/system.diagnostics.eventlog.yaml,8,3,1,3
nuget/nuget/-/System.Diagnostics.EventLog.yaml,8,3,1,3
nuget/nuget/-/system.diagnostics.performancecounter.yaml,8,3,1,3
nuget/nuget/-/System.Diagnostics.PerformanceCounter.yaml,8,3,1,3
nuget/nuget/-/system.directoryservices.accountmanagement.yaml,8,3,1,3
nuget/nuget/-/System.DirectoryServices.AccountManagement.yaml,8,3,1,3
nuget/nuget/-/system.directoryservices.protocols.yaml,8,3,1,3
nuget/nuget/-/System.DirectoryServices.Protocols.yaml,8,3,1,3
nuget/nuget/-/system.directoryservices.yaml,8,3,1,3
nuget/nuget/-/System.DirectoryServices.yaml,8,3,1,3
nuget/nuget/-/system.drawing.common.yaml,8,3,1,3
nuget/nuget/-/System.Drawing.Common.yaml,11,6,2,3
nuget/nuget/-/System.IdentityModel.Tokens.Jwt.yaml,32,27,9,3
nuget/nuget/-/System.Interactive.Async.yaml,8,3,1,3
nuget/nuget/-/System.Interactive.yaml,8,3,1,3
nuget/nuget/-/System.IO.Abstractions.TestingHelpers.yaml,11,6,2,3
nuget/nuget/-/System.IO.Abstractions.yaml,11,6,2,3
nuget/nuget/-/system.io.filesystem.accesscontrol.yaml,8,3,1,3
nuget/nuget/-/System.IO.FileSystem.AccessControl.yaml,8,3,1,3
nuget/nuget/-/system.io.packaging.yaml,8,3,1,3
nuget/nuget/-/System.IO.Packaging.yaml,8,3,1,3
nuget/nuget/-/System.IO.Pipelines.yaml,34,29,4,7
nuget/nuget/-/System.IO.Pipes.AccessControl.yaml,11,6,2,3
nuget/nuget/-/system.io.ports.yaml,8,3,1,3
nuget/nuget/-/System.IO.Ports.yaml,8,3,1,3
nuget/nuget/-/System.Management.Automation_PowerShell_3.0.yaml,8,3,1,3
nuget/nuget/-/System.Management.Automation.yaml,8,3,1,3
nuget/nuget/-/system.management.yaml,8,3,1,3
nuget/nuget/-/System.Management.yaml,8,3,1,3
nuget/nuget/-/System.Memory.yaml,30,25,4,6
nuget/nuget/-/system.net.http.winhttphandler.yaml,11,6,2,3
nuget/nuget/-/System.Net.Http.WinHttpHandler.yaml,14,9,3,3
nuget/nuget/-/System.Net.Security.yaml,8,3,1,3
nuget/nuget/-/system.net.websockets.websocketprotocol.yaml,8,3,1,3
nuget/nuget/-/System.Net.WebSockets.WebSocketProtocol.yaml,8,3,1,3
nuget/nuget/-/System.Numerics.Vectors.yaml,11,6,2,3
nuget/nuget/-/System.Private.ServiceModel.yaml,32,27,9,3
nuget/nuget/-/System.Reactive.Core.yaml,21,15,2,7
nuget/nuget/-/System.Reactive.Interfaces.yaml,21,15,2,7
nuget/nuget/-/System.Reactive.Linq.yaml,21,15,2,7
nuget/nuget/-/System.Reactive.PlatformServices.yaml,11,6,2,3
nuget/nuget/-/System.Reactive.WindowsRuntime.yaml,8,3,1,3
nuget/nuget/-/System.Reactive.Windows.Threading.yaml,11,6,2,3
nuget/nuget/-/System.Reactive.yaml,24,18,3,6
nuget/nuget/-/system.reflection.context.yaml,8,3,1,3
nuget/nuget/-/system.reflection.dispatchproxy.yaml,8,3,1,3
nuget/nuget/-/System.Reflection.DispatchProxy.yaml,8,3,1,3
nuget/nuget/-/system.reflection.emit.ilgeneration.yaml,8,3,1,3
nuget/nuget/-/system.reflection.emit.lightweight.yaml,8,3,1,3
nuget/nuget/-/system.reflection.emit.yaml,8,3,1,3
nuget/nuget/-/System.Reflection.Metadata.yaml,11,6,2,3
nuget/nuget/-/System.Reflection.TypeExtensions.yaml,14,9,3,3
nuget/nuget/-/system.runtime.caching.yaml,8,3,1,3
nuget/nuget/-/System.Runtime.Caching.yaml,8,3,1,3
nuget/nuget/-/system.runtime.compilerservices.unsafe.yaml,8,3,1,3
nuget/nuget/-/System.Runtime.CompilerServices.Unsafe.yaml,17,12,4,3
nuget/nuget/-/system.runtime.windowsruntime.ui.xaml.yaml,8,3,1,3
nuget/nuget/-/system.runtime.windowsruntime.yaml,8,3,1,3
nuget/nuget/-/system.security.accesscontrol.yaml,8,3,1,3
nuget/nuget/-/System.Security.AccessControl.yaml,11,6,2,3
nuget/nuget/-/system.security.cryptography.cng.yaml,8,3,1,3
nuget/nuget/-/System.Security.Cryptography.Cng.yaml,8,3,1,3
nuget/nuget/-/system.security.cryptography.pkcs.yaml,8,3,1,3
nuget/nuget/-/System.Security.Cryptography.Pkcs.yaml,14,9,3,3
nuget/nuget/-/system.security.cryptography.protecteddata.yaml,8,3,1,3
nuget/nuget/-/System.Security.Cryptography.ProtectedData.yaml,11,6,2,3
nuget/nuget/-/system.security.cryptography.xml.yaml,8,3,1,3
nuget/nuget/-/System.Security.Cryptography.Xml.yaml,11,6,2,3
nuget/nuget/-/system.security.permissions.yaml,8,3,1,3
nuget/nuget/-/System.Security.Permissions.yaml,8,3,1,3
nuget/nuget/-/system.security.principal.windows.yaml,8,3,1,3
nuget/nuget/-/System.Security.Principal.Windows.yaml,14,9,3,3
nuget/nuget/-/System.ServiceModel.Duplex.yaml,26,21,7,3
nuget/nuget/-/System.ServiceModel.Http.yaml,32,27,9,3
nuget/nuget/-/System.ServiceModel.NetTcp.yaml,26,21,7,3
nuget/nuget/-/System.ServiceModel.Primitives.yaml,29,24,8,3
nuget/nuget/-/System.ServiceModel.Security.yaml,29,24,8,3
nuget/nuget/-/system.servicemodel.syndication.yaml,8,3,1,3
nuget/nuget/-/System.ServiceModel.Syndication.yaml,8,3,1,3
nuget/nuget/-/system.serviceprocess.servicecontroller.yaml,8,3,1,3
nuget/nuget/-/System.ServiceProcess.ServiceController.yaml,8,3,1,3
nuget/nuget/-/System.Spatial.yaml,17,12,4,3
nuget/nuget/-/system.text.encoding.codepages.yaml,8,3,1,3
nuget/nuget/-/System.Text.Encoding.CodePages.yaml,14,9,3,3
nuget/nuget/-/system.text.encodings.web.yaml,8,3,1,3
nuget/nuget/-/System.Text.Encodings.Web.yaml,11,6,2,3
nuget/nuget/-/system.threading.accesscontrol.yaml,8,3,1,3
nuget/nuget/-/System.Threading.AccessControl.yaml,8,3,1,3
nuget/nuget/-/System.Threading.Channels.yaml,8,3,1,3
nuget/nuget/-/System.Threading.Tasks.Dataflow.yaml,11,6,2,3
nuget/nuget/-/System.Threading.Tasks.Extensions.yaml,28,23,5,4
nuget/nuget/-/System.ValueTuple.yaml,11,6,2,3
nuget/nuget/-/system.windows.extensions.yaml,8,3,1,3
nuget/nuget/-/Telnet.yaml,9,3,1,3
nuget/nuget/-/Template10.yaml,8,3,1,3
nuget/nuget/-/TinyMCE.jQuery.yaml,11,6,2,3
nuget/nuget/-/TinyMCE.JQuery.yaml,8,3,1,3
nuget/nuget/-/TinyMCE.yaml,32,27,9,3
nuget/nuget/-/Unicode.net.yaml,8,3,1,3
nuget/nuget/-/Unity.Mvc.yaml,32,27,9,3
nuget/nuget/-/Unity.yaml,134,129,43,3
nuget/nuget/-/Unofficial.AzureSDK.Microsoft.WindowsAzure.Diagnostics.yaml,8,3,1,3
nuget/nuget/-/Vagabond.yaml,11,6,2,3
nuget/nuget/-/Validation.yaml,17,12,4,3
nuget/nuget/-/valueinjecter.yaml,21,16,2,8
nuget/nuget/-/ValueInjecter.yaml,8,3,1,3
nuget/nuget/-/Warden.Watchers.MsSql.yaml,11,6,2,3
nuget/nuget/-/Warden.Watchers.Redis.yaml,11,6,2,3
nuget/nuget/-/Warden.Watchers.Web.yaml,11,6,2,3
nuget/nuget/-/WebActivatorEx.yaml,45,36,3,12
nuget/nuget/-/WebApiContrib.Formatting.Jsonp.yaml,11,6,2,3
nuget/nuget/-/WebApiContrib.yaml,11,6,2,3
nuget/nuget/-/WebPush.yaml,11,6,2,3
nuget/nuget/-/WindowsAzure.Storage-PremiumTable.yaml,8,3,1,3
nuget/nuget/-/WindowsAzure.Storage.yaml,161,156,52,3
nuget/nuget/-/WindowsServiceExtensions.yaml,8,3,1,3
nuget/nuget/-/WinJS.yaml,13,8,1,8
nuget/nuget/-/Xamarin.Android.Arch.Core.Common.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Arch.Lifecycle.Common.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Arch.Lifecycle.Runtime.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.FSharp.ResourceProvider.yaml,9,3,1,3
nuget/nuget/-/Xamarin.Android.Support.Animated.Vector.Drawable.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.Annotations.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.Compat.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.Constraint.Layout.Solver.yaml,13,8,1,8
nuget/nuget/-/Xamarin.Android.Support.Constraint.Layout.yaml,13,8,1,8
nuget/nuget/-/Xamarin.Android.Support.Core.UI.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.Core.Utils.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.CustomTabs.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.Design.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.Fragment.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.Media.Compat.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.Transition.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.v13.yaml,13,8,1,8
nuget/nuget/-/Xamarin.Android.Support.v4.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.v7.AppCompat.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.v7.CardView.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.v7.MediaRouter.yaml,9,3,1,3
nuget/nuget/-/Xamarin.Android.Support.v7.Palette.yaml,9,3,1,3
nuget/nuget/-/Xamarin.Android.Support.v7.RecyclerView.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Android.Support.v8.RenderScript.yaml,13,8,1,8
nuget/nuget/-/Xamarin.Android.Support.Vector.Drawable.yaml,16,11,2,5
nuget/nuget/-/Xamarin.Auth.yaml,11,6,2,3
nuget/nuget/-/Xamarin.Forms.yaml,14,9,3,3
nuget/nuget/-/xamarin.googleplayservices.gcm.yaml,8,3,1,3
nuget/nuget/-/Xamarin.Swift4.Accelerate.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.ARKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.AssetsLibrary.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.AVFoundation.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CallKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CloudKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Contacts.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CoreAudio.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CoreData.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CoreFoundation.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CoreGraphics.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CoreImage.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CoreLocation.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.CoreMedia.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Core.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Darwin.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Dispatch.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Foundation.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.GameplayKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.GLKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.HomeKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Intents.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.MapKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.MediaPlayer.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.MetalKIt.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Metal.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.ModelIO.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.ObjectiveC.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.OS.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Photos.yaml,13,8,1,8
nuget/nuget/-/Xamarin.Swift4.QuartzCore.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.RemoteMirror.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.SceneKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.SIMD.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.SpriteKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.SwiftOnoneSupport.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.UIKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.Vision.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.WatchKit.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.XCTest.yaml,14,9,1,9
nuget/nuget/-/Xamarin.Swift4.yaml,14,9,1,9
nuget/nuget/-/Xam.Plugin.Connectivity.yaml,29,24,8,3
nuget/nuget/-/Xam.Plugin.Geolocator.yaml,17,12,4,3
nuget/nuget/-/Xam.Plugin.Media.yaml,17,12,4,3
nuget/nuget/-/Xam.Plugins.Settings.yaml,34,29,8,3
nuget/nuget/-/xunit.abstractions.yaml,32,24,2,12
nuget/nuget/-/xunit.analyzers.yaml,8,3,1,3
nuget/nuget/-/xunit.assert.yaml,23,18,3,6
nuget/nuget/-/xunit.core.yaml,10,6,2,3
nuget/nuget/-/xunit.extensibility.core.yaml,23,18,3,6
nuget/nuget/-/xunit.extensibility.execution.yaml,23,18,3,6
nuget/nuget/-/xunit.runner.console.yaml,18,12,1,12
nuget/nuget/-/xunit.runner.msbuild.yaml,18,12,1,12
nuget/nuget/-/xunit.runner.visualstudio.yaml,24,17,2,8
nuget/nuget/-/xunit.yaml,37,32,4,8
nuget/nuget/-/Xwt.Gtk.yaml,9,3,1,3
nuget/nuget/-/Xwt.XamMac.yaml,9,3,1,3
nuget/nuget/-/Xwt.yaml,9,3,1,3
nuget/nuget/-/YamlDotNet.Signed.yaml,9,3,1,3
nuget/nuget/-/YamlDotNet.yaml,14,9,3,3
nuget/nuget/-/ZedGraph.yaml,11,6,2,3
nuget/nuget/-/ZhangHai.Android.MaterialProgressBar.yaml,13,8,1,8
nuget/nuget/-/Zlib.Portable.yaml,9,3,1,3
nuget/nuget/-/zlib.v140.windesktop.msvcstl.dyn.rt-dyn.yaml,13,8,1,8
nuget/nuget/-/ZXing.Net.yaml,8,3,1,3
pypi/pypi/-/chaostoolkit-slack.yaml,23,18,2,9
pypi/pypi/-/chardet.yaml,8,3,1,3
pypi/pypi/-/contextlib2.yaml,23,18,1,18
pypi/pypi/-/cycler.yaml,8,3,1,3
pypi/pypi/-/Flask.yaml,8,3,1,3
pypi/pypi/-/ipaddress.yaml,8,3,1,3
pypi/pypi/-/ipywidgets.yaml,16,11,1,11
pypi/pypi/-/kiwisolver.yaml,8,3,1,3
pypi/pypi/-/matplotlib.yaml,8,3,1,3
pypi/pypi/-/mittens.yaml,8,3,1,3
pypi/pypi/-/mpmath.yaml,8,3,1,3
pypi/pypi/-/netifaces.yaml,14,9,1,9
pypi/pypi/-/numpy.yaml,11,6,2,3
pypi/pypi/-/paramiko.yaml,8,3,1,3
pypi/pypi/-/pexpect.yaml,8,3,1,3
pypi/pypi/-/pillow.yaml,8,3,1,3
pypi/pypi/-/protobuf.yaml,8,3,1,3
pypi/pypi/-/psycopg2.yaml,161,156,1,156
pypi/pypi/-/pyaml.yaml,8,3,1,3
pypi/pypi/-/requests.yaml,32,27,3,9
pypi/pypi/-/rope.yaml,8,3,1,3
pypi/pypi/-/sphinxcontrib-htmlhelp.yaml,8,3,1,3
pypi/pypi/-/Unidecode.yaml,21,16,1,16
sourcearchive/mavencentral/backport-util-concurrent/backport-util-concurrent.yaml,9,3,1,3
sourcearchive/mavencentral/ch.qos.logback/logback-classic.yaml,12,6,1,6
sourcearchive/mavencentral/com.esotericsoftware/kryo.yaml,17,11,1,11
sourcearchive/mavencentral/com.fasterxml.jackson.core/jackson-annotations.yaml,39,33,3,11
sourcearchive/mavencentral/com.fasterxml.jackson.core/jackson-core.yaml,39,33,3,11
sourcearchive/mavencentral/com.fasterxml.jackson.core/jackson-databind.yaml,39,33,3,11
sourcearchive/mavencentral/com.fasterxml.jackson.dataformat/jackson-dataformat-xml.yaml,17,11,1,11
sourcearchive/mavencentral/com.fasterxml.jackson.datatype/jackson-datatype-joda.yaml,17,11,1,11
sourcearchive/mavencentral/com.fasterxml.uuid/java-uuid-generator.yaml,17,11,1,11
sourcearchive/mavencentral/com.github.bumptech.glide/glide.yaml,17,11,1,11
sourcearchive/mavencentral/com.github.fge/json-schema-validator.yaml,17,11,1,11
sourcearchive/mavencentral/com.github.stefanbirkner/system-rules.yaml,17,11,1,11
sourcearchive/mavencentral/com.google.code.gson/gson.yaml,17,11,1,11
sourcearchive/mavencentral/com.nimbusds/oauth2-oidc-sdk.yaml,9,3,1,3
sourcearchive/mavencentral/javax.activation/activation.yaml,9,3,1,3
sourcearchive/mavencentral/net.java.dev.jna/jna-platform.yaml,9,3,1,3
sourcearchive/mavencentral/net.java.dev.jna/jna.yaml,9,3,1,3
sourcearchive/mavencentral/net.sf.jopt-simple/jopt-simple.yaml,17,11,1,11
sourcearchive/mavencentral/net.sourceforge.cssparser/cssparser.yaml,9,3,1,3
sourcearchive/mavencentral/net.sourceforge.htmlunit/htmlunit-core-js.yaml,9,3,1,3
sourcearchive/mavencentral/org.atteo/evo-inflector.yaml,17,11,1,11
sourcearchive/mavencentral/org.codehaus.mojo/keytool-maven-plugin.yaml,17,11,1,11
sourcearchive/mavencentral/org.eclipse.jetty/jetty-http.yaml,23,17,1,17
sourcearchive/mavencentral/org.eclipse.persistence/eclipselink.yaml,17,11,1,11
sourcearchive/mavencentral/org.glassfish/javax.el.yaml,17,11,1,11
sourcearchive/mavencentral/org.hamcrest/hamcrest-core.yaml,9,3,1,3
sourcearchive/mavencentral/org.mozilla/rhino.yaml,23,17,1,17
sourcearchive/mavencentral/org.wildfly.common/wildfly-common.yaml,17,11,1,11
